"Employbl Company ID","Company Name","Website","Address 1","City","State","Zip","Latitude","Longitude","Company Description","Thumbnail URL"
1095,"500 startups","500.co","814 Mission St","San Francisco","CA",94103,37.784414,-122.404915,"We uplift people and economies around the world through entrepreneurship.",
984,"5AM Ventures","5amventures.com","2200 Sand Hill Road","Menlo Park","CA",94025,37.422774,-122.199215,"5AM Ventures is a leading venture capital firm focused on building next-generation life science companies capable of delivering outstanding returns to our investors.",
1088,"Accel","www.accel.com","2500 Sand Hill Road","Menlo Park","CA",94025,37.421750,-122.204843,"We partner with exceptional founders with unique insights, from inception through all phases of growth.",
986,"Altimeter Capital","","2420 Sand Hill Road","Menlo Park","CA",94025,37.422643,-122.203958,"",
987,"Altos Ventures","","2882 Sand Hill Road","Menlo Park","CA",94025,37.421968,-122.214066,"",
988,"Andreessen Horowitz","a16z.com","2865 Sand Hill Road","Menlo Park","CA",94025,37.419730,-122.214244,"Andreessen Horowitz is a private American venture capital firm, founded in 2009 by Marc Andreessen and Ben Horowitz. The company is headquartered in Menlo Park, California. Andreessen Horowitz invests in both early-stage start-ups and established growth companies.",
989,"Battery Ventures","","2884 Sand Hill Road","Menlo Park","CA",94025,37.421944,-122.215130,"",
80,"Benchmark Capital","www.benchmark.com","988 Market St","San Francisco","CA",94102,37.782762,-122.410379,"Benchmark focuses on early-stage venture investing in mobile, marketplaces, social, and infrastructure and enterprise software.",
990,"Bright Capital","","3000 Sand Hill Road Building 2","Menlo Park","CA",94025,37.423590,-122.221003,"",
992,"Canaan Partners","","2765 Sand Hill Road","Menlo Park","CA",94025,37.419687,-122.209616,"",
993,"Charles River Ventures","","2882 Sand Hill Road","Menlo Park","CA",94025,37.421968,-122.214066,"",
997,"Columbus Nova","","3000 Sand Hill Road Building 3 Suite 190","Menlo Park","CA",94025,37.423590,-122.221003,"",
999,"DCM Ventures","","2420 Sand Hill Road","Menlo Park","CA",94025,37.422643,-122.203958,"",
1001,"Draper Fisher Jurvetson","","2882 Sand Hill Road","Menlo Park","CA",94025,37.421968,-122.214066,"",
250,"First Round Capital","firstround.com","151 10th St","San Francisco","CA",94103,37.774833,-122.414905,"First Round is a venture capital firm that specializes in providing seed-stage funding to technology companies.",
261,"Founders Fund","foundersfund.com","1 Letterman Dr building d","San Francisco","CA",94129,37.800184,-122.449820,"We invest in smart people solving difficult problems.",
265,"FundersClub","fundersclub.com","237 Kearny St #424","San Francisco","CA",94108,37.790315,-122.404185,"Diversify your investment portfolio with insider access to highly vetted startups from Silicon Valley and beyond in just minutes.",
1004,"GGV Capital","","2494 Sand Hill Road","Menlo Park","CA",94025,37.422068,-122.203026,"",
1005,"GI Partners","","2180 Sand Hill Road","Menlo Park","CA",94025,37.423064,-122.198505,"",
1007,"Greylock Partners","greylock.com","2250 Sand Hill Road","Menlo Park","CA",94025,37.424218,-122.194856,"We partner early with consumer and enterprise software entrepreneurs. Our mission is to help realize rare potential.",
299,"GrowthX","growthx.com","44 Tehama St","San Francisco","CA",94105,37.787601,-122.396643,"We help companies grow. Capital. Talent. Know How.",
1094,"GV","www.gv.com",,"Mountain View","CA",,37.386052,-122.083851,"GV provides venture capital funding to bold new companies.",
1009,"Highland Capital Partners","","2420 Sand Hill Road Suite 300","Menlo Park","CA",94025,37.422643,-122.203958,"",
1010,"Institutional Venture Partners","","3000 Sand Hill Road","Menlo Park","CA",94025,37.423590,-122.221003,"",
1011,"InterWest Partners","","2710 Sand Hill Road","Menlo Park","CA",94025,37.421583,-122.208924,"",
1013,"Khosla Ventures","khoslaventures.com","2128 Sand Hill Road","Menlo Park","CA",94025,37.425613,-122.193384,"We assist great entrepreneurs determined to build companies with lasting significance.",
1015,"Kleiner Perkins","","2750 Sand Hill Road","Menlo Park","CA",94025,37.421271,-122.211292,"",
1016,"Kohlberg Kravis Roberts","kkr.com","2800 Sand Hill Road","Menlo Park","CA",94025,37.421086,-122.212160,"",
382,"KPCB","www.kpcb.com","101 S Park St","San Francisco","CA",94107,37.781277,-122.393741,"For five decades we have partnered with intrepid founders to build iconic companies that made history. Today, Kleiner Perkins continues that legacy, investing in founders with bold ideas that span industries and continents, partnering with them from inception to IPO and beyond to maximize the potential of their ideas… and make history.",
1018,"Lightspeed Venture Partners","lsvp.com","2200 Sand Hill Road","Menlo Park","CA",94025,37.422774,-122.199215,"Tomorrow Built Today.",
1020,"Makena Capital Management","","2755 Sand Hill Road","Menlo Park","CA",94025,37.419515,-122.209543,"",
954,"Maverick Capital","maverickventures.com","1 Letterman Dr","San Francisco","CA",94129,37.798845,-122.449338,"Maverick Capital is a global investment firm that has been investing in early stage companies for over 20 years.",
1091,"Maveron","www.maveron.com","1550 Bryant St Suite 700","San Francisco","CA",94103,37.767541,-122.411243,"Maveron is a consumer-only venture capital firm focused on partnering with world-class entrepreneurs building standout consumer brands.",
1022,"Mayfield Fund","","2484 Sand Hill Road","Menlo Park","CA",94025,37.423162,-122.205333,"",
1023,"Menlo Ventures","www.menlovc.com","2884 Sand Hill Road","Menlo Park","CA",94025,37.421944,-122.215130,"Menlo pursues companies with the potential to disrupt huge markets and invests primarily in early-stage consumer, enterprise, and life science technologies.",
1025,"Mohr Davidow Ventures","","3000 Sand Hill Road","Menlo Park","CA",94025,37.423590,-122.221003,"",
1026,"Morgenthaler","","2710 Sand Hill Road","Menlo Park","CA",94025,37.421583,-122.208924,"",
1027,"New Enterprise Associates","","2855 Sand Hill Road","Menlo Park","CA",94025,37.419767,-122.213590,"",
1028,"Nexus Venture Partners","","2200 Sand Hill Road","Menlo Park","CA",94025,37.422774,-122.199215,"",
1030,"Onset Ventures","","2400 Sand Hill Road","Menlo Park","CA",94025,37.423485,-122.203901,"",
533,"Powerhouse","powerhouse.fund","426 17th St #700","Oakland","CA",94612,37.806579,-122.268978,"Powerhouse collaborates with energy startups, multinational corporations, utilities and investors to create an energy system that is decarbonized, decentralized, democratized, and digitized in the US and around the world.",
567,"Redpoint Ventures","","3000 Sand Hill Road","Menlo Park","CA",94025,37.423590,-122.221003,"",
1033,"Relay Ventures","","3000 Sand Hill Road","Menlo Park","CA",94025,37.423590,-122.221003,"",
1035,"Sequoia Capital","sequoiacap.com","3000 Sand Hill Road","Menlo Park","CA",94025,37.423590,-122.221003,"We help the daring build legendary companies from idea to IPO and beyond.",
1037,"Shasta Ventures","shastaventures.com","2440 Sand Hill Road","Menlo Park","CA",94025,37.422654,-122.203971,"Shasta is an early stage investor in enterprise, consumer, and emerging platform companies building products that change the way we live and work.",
1038,"Sierra Ventures","","2884 Sand Hill Road","Menlo Park","CA",94025,37.421944,-122.215130,"",
1039,"Silver Lake Partners","","2775 Sand Hill Road","Menlo Park","CA",94025,37.417814,-122.210348,"",
634,"Slow Ventures","slow.co",,"San Francisco","CA",,37.774929,-122.419415,"Never climb alone.",
1092,"Social Capital","www.socialcapital.com","120 Hawthorne Ave","Palo Alto","CA",94301,37.446086,-122.167110,"Our mission is to advance humanity by solving the world's hardest problems. We partner with companies at every stage of their business, for as long as it takes.",
1041,"Sofinnova Ventures","","3000 Sand Hill Road","Menlo Park","CA",94025,37.423590,-122.221003,"",
1093,"Spark Capital","www.sparkcapital.com","332 Pine St","San Francisco","CA",94104,37.792209,-122.401552,"FOUNDER. PRODUCT. VISION. We take risks on exceptional founders and the products they design.",
1042,"Storm Ventures","stormventures.com","3000 Sand Hill Road Building 4 Suite 210","Menlo Park","CA",94025,37.423590,-122.221003,"Storm Ventures is a Silicon Valley based VC firm focused on Building Enterprise Leaders – as the first or early investor.  Storm’s current enterprise software investments include Algolia, AtScale, Digital Shadows, Engagio, Guidespark, MobileIron, Pipedrive, RedLock, Swiftstack and Talkdesk. Storm was the first or early investor in Airespace (Cisco), Cellfire (Catalina), Com2uS (KOSDAQ IPO), EchoSign (Adobe), Kidaro (Microsoft), iML (Taiwan IPO/Exar), Marketo (IPO/Vista), Metacloud (Cisco), Sandforce (LSI) and Sierra Monolithics (Semtech).",
673,"SV Angel","svangel.com","588 Sutter St #299","San Francisco","CA",94102,37.789279,-122.410011,"SV Angel is a San Francisco-based angel investment firm run by Topher and Ron Conway. We help portfolio companies with business development, financing, M&A and other strategic advice.",
1076,"SVG Ventures","svgventures.com","750 University Ave #260","Los Gatos","CA",95032,37.238909,-121.973883,"SVG Ventures-THRIVE is the leading agri-food innovation ecosystem, comprised of top agriculture, food & technology corporations, universities and investors. With a community of over 2,500 startups from 90 countries, the THRIVE platform invests, accelerates and creates unparalleled access for entrepreneurs to scale globally.",
1044,"The Blackstone Group","","2494 Sand Hill Road","Menlo Park","CA",94025,37.422068,-122.203026,"",
1045,"The Westly Group","","2200 Sand Hill Road","Menlo Park","CA",94025,37.422774,-122.199215,"",
1047,"Trinity Ventures","","3000 Sand Hill Road Building 4 Suite 160","Menlo Park","CA",94025,37.423590,-122.221003,"",
1048,"TriplePoint Capital","triplepointcapital.com","2755 Sand Hill Road","Menlo Park","CA",94025,37.419515,-122.209543,"We serve venture capital-backed companies around the world and at every stage of development with our debt and equity financing solutions",
1049,"U.S. Venture Partners","","2735 Sand Hill Road","Menlo Park","CA",94025,37.419632,-122.209057,"",
791,"Y Combinator SF","www.ycombinator.com","965 Mission St","San Francisco","CA",94103,37.781709,-122.407809,"Y Combinator provides seed funding for startups. Seed funding is the earliest stage of venture funding. It pays your expenses while you’re getting started.",
